statlaw,nsds_exist,nsds_implement,nsds_funded,nsds_gov,nsds_don,nsds_other,nsds_none,token,m49,country,iso
1,1,1,1,1,1,NA,0,83FoR5qYBnqvuRG,499,Montenegro,MNE
1,1,1,1,1,1,NA,0,7kAuEFoXVFfYT8j,268,Georgia,GEO
1,1,1,1,1,1,NA,0,8cdJE4Q8xicamGS,858,Uruguay,URY
1,1,1,1,1,1,1,0,4wCYRIJkbtHRH0B,246,Finland,FIN
1,1,1,1,1,NA,NA,0,CZeoeOG1hM7tPvy,40,Austria,AUT
1,1,1,1,1,NA,NA,0,wBv5hd8jPq44EFw,248,Åland Islands,ALA
1,1,1,1,1,1,NA,0,lepsyZjzhzSPOnJ,51,Armenia,ARM
1,1,1,1,1,NA,NA,0,Dx1GImhvvAabmzM,804,Ukraine,UKR
1,1,1,1,1,NA,NA,0,eLBn1OzICBrxsh1,634,Qatar,QAT
1,1,1,1,1,NA,NA,0,GgUWCOyfikyvG1X,703,Slovakia,SVK
1,1,1,1,1,1,NA,0,uDabVDUjCxfnN3L,688,Serbia,SRB
1,1,1,1,1,NA,NA,0,z8gM1LUxjVQeEA4,616,Poland,POL
1,1,1,1,1,NA,NA,0,CwzC9odORGEi9Tv,276,Germany,DEU
1,1,1,1,1,NA,NA,0,r4UwcMKc9TbO7Rv,642,Romania,ROU
1,1,1,0,0,0,0,1,sG7WizdWAfL0Snx,508,Mozambique,MOZ
1,1,1,0,0,0,0,1,ARlhzIQCwdgY2eJ,174,Comoros,COM
0,1,0,0,NA,NA,1,0,CiT5bZhZ2FaCp2h,376,Israel,ISR
1,1,1,1,1,1,NA,0,c4zyKBQqn3MP6d5,807,North Macedonia,MKD
0,1,1,0,1,1,1,0,2Q5VDMaA2Ds5QSm,716,Zimbabwe,ZWE
1,1,1,1,1,NA,NA,0,zbzkjnfak3DtdGo,528,Netherlands,NLD
1,1,1,1,1,NA,NA,0,wRIFGDKXXw9aPtU,428,Latvia,LVA
1,1,1,1,1,NA,NA,0,c7u0SWakK58a3I8,112,Belarus,BLR
0,1,1,0,1,NA,NA,0,FRKQe5dDSzQpz3o,328,Guyana,GUY
1,1,1,1,1,NA,NA,0,vY2ZOj6pbT243F1,196,Cyprus,CYP
1,1,1,1,1,1,NA,0,95anSLmktKKtZ0r,191,Croatia,HRV
1,1,1,1,1,NA,NA,0,58SodFhlqhjQkaJ,380,Italy,ITA
1,0,NA,NA,NA,NA,NA,NA,giXoA7xMjUeNdhg,68,Bolivia (Plurinational State of),BOL
0,1,1,1,1,NA,NA,0,T5zE0VFih4zkbms,96,Brunei Darussalam,BRN
1,1,1,0,1,1,1,0,kFfc4GX3m6ja5fG,706,Somalia,SOM
0,1,1,0,0,0,0,1,XsLFT2XUDaPKMAG,50,Bangladesh,BGD
1,1,1,0,1,1,NA,0,RSbfxzeqzm65Dan,562,Niger,NER
1,1,1,0,0,0,0,1,lgkZ3UBygxw3dW3,120,Cameroon,CMR
1,1,1,1,1,NA,NA,0,1eolBQFwtttYHoT,170,Colombia,COL
1,1,1,1,1,NA,NA,0,AAM0jpMZVTEa5Ki,724,Spain,ESP
1,1,1,0,1,1,1,0,7QJwf1oXF7aEaWt,800,Uganda,UGA
0,0,NA,NA,NA,NA,NA,NA,4nQmZT2G1Ua1gYg,662,Saint Lucia,LCA
1,0,NA,NA,NA,NA,NA,NA,0zlhSJa1x2L4n5t,84,Belize,BLZ
1,0,NA,NA,NA,NA,NA,NA,9B3XkLoX3lazZto,250,France,FRA
1,1,1,1,1,NA,NA,0,pp92Hzqqmf9EnN5,608,Philippines,PHL
1,1,1,1,1,NA,NA,0,mtayKpzmIsa7c1i,702,Singapore,SGP
1,1,1,1,1,NA,NA,0,ACD9OtcTOTrWTGZ,392,Japan,JPN
1,1,1,1,1,NA,NA,0,Fe3E4hEnEymegO4,156,China,CHN
1,1,1,1,1,NA,NA,0,jv6i4tYZpPooako,586,Pakistan,PAK
1,1,1,1,1,NA,NA,0,ryGBFdopZQuXCku,442,Luxembourg,LUX
1,1,1,1,1,1,NA,0,ooLasf3s0ZYJ2wU,288,Ghana,GHA
1,1,1,1,1,NA,NA,0,8J9z0K6yFeqE03V,643,Russian Federation,RUS
1,1,1,1,1,NA,NA,0,zsW0Gys7TZEzkrU,705,Slovenia,SVN
1,1,1,1,1,NA,NA,0,alS4cRMLOMwXfqM,203,Czechia,CZE
1,1,1,0,0,0,0,1,dLVF2NqZm2mpQqQ,466,Mali,MLI
1,1,1,0,1,1,1,0,ohJiGlm8CVgbUXw,404,Kenya,KEN
1,1,1,1,1,1,NA,0,QSmlh7UlCyB10ZS,882,Samoa,WSM
1,1,1,1,1,1,NA,0,DRZJV0OS78HOLl3,626,Timor-Leste,TLS
1,1,1,1,1,NA,NA,0,QRTNlniaBlJ7CTz,300,Greece,GRC
1,1,1,1,1,NA,NA,0,lUgdSmzThNIVjg3,682,Saudi Arabia,SAU
1,1,1,1,1,1,NA,0,oFHtvjvzeuI9clw,275,State of Palestine,PSE
1,1,1,1,NA,1,NA,0,3Jn8CHlzMsRygOx,887,Yemen,YEM
1,1,1,0,1,1,NA,0,OERJ7JpJAB8zVG0,524,Nepal,NPL
1,1,1,1,1,NA,1,0,76JkcQdh3OknsDe,233,Estonia,EST
1,1,1,1,1,NA,NA,0,ZkwLm0tJ7yYGUcS,398,Kazakhstan,KAZ
1,1,1,1,1,NA,NA,0,rczh1u0uyPsGIaZ,826,United Kingdom of Great Britain and Northern Ireland,GBR
1,1,1,1,1,NA,NA,0,GIl1a6vQNhYqh56,372,Ireland,IRL
1,1,1,1,1,NA,NA,0,HI90ZN9ZYqyAMVz,188,Costa Rica,CRI
0,1,1,1,1,NA,NA,0,DxBppwpYJFijowH,218,Ecuador,ECU
1,1,1,1,1,NA,NA,0,XAazTSKoKqhkdKE,480,Mauritius,MUS
1,1,1,1,1,NA,NA,0,AtQwAEgvf1XycdG,100,Bulgaria,BGR
1,1,1,1,1,NA,NA,0,jwXfzNB1DPaA8lC,784,United Arab Emirates,ARE
1,1,1,1,1,NA,NA,0,u8OayOVE7tymq89,792,Türkiye,TUR
1,1,1,1,1,NA,NA,0,3lvHaW8cXyk8PVq,56,Belgium,BEL
1,1,1,1,1,NA,NA,0,HfkuMZ0GXtSUyNO,440,Lithuania,LTU
0,1,0,0,0,0,0,1,rWhm0k5wfjcDUqS,818,Egypt,EGY
1,1,1,1,NA,1,NA,0,EMi9cRpB2JTncVH,728,South Sudan,SSD
1,1,1,1,1,NA,NA,0,WnnSXsWYcvWHAXW,31,Azerbaijan,AZE
1,1,1,1,1,NA,NA,0,AnXeFGhGjs1Bg7z,620,Portugal,PRT
1,1,1,0,1,1,NA,0,dVnLJe70E1yL5fN,516,Namibia,"NAM"
1,1,0,0,0,0,0,1,pT2rNaTpPLznAjo,384,Côte d'Ivoire,CIV
1,1,1,0,0,0,0,1,SMaQwp35QafMHSF,462,Maldives,MDV
1,1,1,1,1,NA,NA,0,ivozgATYctl3KhO,20,Andorra,AND
1,1,1,1,1,NA,1,0,9zztBbfaQJtb4r2,470,Malta,MLT
1,1,1,0,1,1,NA,0,hkX5hfNEOehgmGA,566,Nigeria,NGA
1,1,1,1,1,NA,NA,0,j8xIN9A8LhF74Oh,710,South Africa,ZAF
1,1,1,1,1,1,1,0,m1x3PeSvnOYNFYb,208,Denmark,DNK
1,1,1,1,1,NA,NA,0,PshG08gPH8kR4x3,124,Canada,CAN
1,1,1,1,1,NA,NA,0,ZVHnk5uTaHpzKNM,484,Mexico,MEX
1,1,1,1,1,1,NA,0,ExbAAKS8LU53lTe,762,Tajikistan,TJK
1,1,1,1,1,NA,NA,0,lFbajiA28nN2srW,32,Argentina,ARG
0,1,1,1,1,1,1,0,zhslLQ7nPSN2ZFg,214,Dominican Republic,DOM
0,0,NA,NA,NA,NA,NA,NA,zsDyd3NNRHS8DUo,52,Barbados,BRB
1,1,1,0,1,1,NA,0,rpvdlnmuFaPtP9Z,496,Mongolia,MNG
1,1,1,1,1,NA,NA,0,w3DnUpdSak4SGKZ,752,Sweden,SWE
1,1,1,1,1,1,NA,0,oDKQyQjparBLTAC,70,Bosnia and Herzegovina,BIH
1,0,NA,NA,NA,NA,NA,NA,DvYwV7zpnbJrvNg,352,Iceland,ISL
1,1,1,0,1,1,NA,0,XUwa9Yksa0zpaDn,108,Burundi,BDI
1,1,1,1,1,NA,NA,0,osGyv0nBiKZDrmT,458,Malaysia,MYS
1,1,1,1,1,1,NA,0,3gSSsiMf0J7oKDu,226,Equatorial Guinea,GNQ
1,1,1,1,1,NA,NA,0,3OGywH07EqbllPe,512,Oman,OMN
1,1,1,1,1,1,NA,0,zTjfWLxR0KOE5yy,192,Cuba,CUB
1,1,1,1,1,NA,1,0,EZnVljb3S8llmqF,756,Switzerland,CHE
1,1,1,1,1,NA,NA,0,cHjEA0yv5uAWLzW,578,Norway,NOR
1,1,1,1,1,NA,NA,0,TrGs4dU7ePR5cI9,764,Thailand,THA
1,1,1,1,1,1,1,0,HW6a15kAlvafA0I,450,Madagascar,MDG
1,1,1,1,1,1,NA,0,W3ojZciLXj9yjv9,834,United Republic of Tanzania,TZA
1,1,1,1,1,NA,NA,0,TSwCxhW3uXwLtix,72,Botswana,BWA
1,1,1,0,1,1,NA,0,Bp4chagUuRPCn37,418,Lao People's Democratic Republic,LAO
1,1,1,1,1,NA,NA,0,KqNthqTWVy9aMjp,591,Panama,PAN
0,0,NA,NA,NA,NA,NA,NA,wnZzggaWQZ2xo3v,788,Tunisia,TUN
1,1,1,1,NA,1,NA,0,8Cxzex2lwz5KYi4,600,Paraguay,PRY
1,1,1,0,1,1,NA,0,yELjW9VBx9qGFt7,324,Guinea,GIN
0,1,1,1,1,NA,NA,0,JdZOrQfNVKlqTpv,410,Republic of Korea,KOR
1,1,1,1,1,NA,NA,0,tV3rRY63a0rkziQ,152,Chile,CHL
1,1,1,0,0,0,0,1,YRUwGTFqAOXNBsx,498,Republic of Moldova,MDA
1,1,1,1,1,1,NA,0,Msq5xzucGk1WThc,8,Albania,ALB
NA,NA,NA,NA,NA,NA,NA,NA,aTza1dkWVcffUxG,12,Algeria,DZA
NA,NA,NA,NA,NA,NA,NA,NA,V135Bo9FZbgXZwg,24,Angola,AGO
NA,NA,NA,NA,NA,NA,NA,NA,pzvtP0gOcHBPLBs,28,Antigua and Barbuda,ATG
NA,NA,NA,NA,NA,NA,NA,NA,igE4gSKs0i2rRRi,533,Aruba,ABW
NA,NA,NA,NA,NA,NA,NA,NA,Dr3swVP4S46DejQ,36,Australia,AUS
NA,NA,NA,NA,NA,NA,NA,NA,8szKrkfwkQw6mxx,48,Bahrain,BHR
NA,NA,NA,NA,NA,NA,NA,NA,oqaq8XpbzlTdp83,204,Benin,BEN
NA,NA,NA,NA,NA,NA,NA,NA,C2Pszgebk7mA7lD,64,Bhutan,BTN
NA,NA,NA,NA,NA,NA,NA,NA,k9LvwqAQSxq12hg,76,Brazil,BRA
NA,NA,NA,NA,NA,NA,NA,NA,OxDKfXAwjzzAJw6,116,Cambodia,KHM
NA,NA,NA,NA,NA,NA,NA,NA,TTozHtKNLpt0PI9,140,Central African Republic,CAF
NA,NA,NA,NA,NA,NA,NA,NA,Kp1cx4nJBVJXphQ,178,Congo,COG
NA,NA,NA,NA,NA,NA,NA,NA,Qw51cEV7J7KfCPJ,262,Djibouti,DJI
NA,NA,NA,NA,NA,NA,NA,NA,eewnTmQ5iwRjppp,748,Eswatini,SWZ
NA,NA,NA,NA,NA,NA,NA,NA,lBO9dPTSW9CY6JL,231,Ethiopia,ETH
NA,NA,NA,NA,NA,NA,NA,NA,IlSkDaoaaz44CAL,266,Gabon,GAB
NA,NA,NA,NA,NA,NA,NA,NA,a43YJzPXweEibmz,270,Gambia,GMB
NA,NA,NA,NA,NA,NA,NA,NA,AeDDERXMnvcsXau,304,Greenland,GRL
NA,NA,NA,NA,NA,NA,NA,NA,d19hIWm7YCWyadP,308,Grenada,GRD
NA,NA,NA,NA,NA,NA,NA,NA,s9azNLLVgCZYnBm,320,Guatemala,GTM
NA,NA,NA,NA,NA,NA,NA,NA,44ikTvs0y1hVpJz,348,Hungary,HUN
NA,NA,NA,NA,NA,NA,NA,NA,fao6ru4UzWNq4VL,356,India,IND
NA,NA,NA,NA,NA,NA,NA,NA,RUPa8BANR7VNVzd,360,Indonesia,IDN
NA,NA,NA,NA,NA,NA,NA,NA,qBcKdC8jDBCzfTw,364,Iran (Islamic Republic of),IRN
NA,NA,NA,NA,NA,NA,NA,NA,IDqaZXUOxs6TP8h,368,Iraq,IRQ
NA,NA,NA,NA,NA,NA,NA,NA,yNdRvjRudFyzsfX,388,Jamaica,JAM
NA,NA,NA,NA,NA,NA,NA,NA,k8PNeAJhhP9YSRc,400,Jordan,JOR
NA,NA,NA,NA,NA,NA,NA,NA,dsuWzPS9loeYlW4,414,Kuwait,KWT
NA,NA,NA,NA,NA,NA,NA,NA,qT3oPEdNNqNN8bz,422,Lebanon,LBN
NA,NA,NA,NA,NA,NA,NA,NA,x5epU9IDSNcUAvB,426,Lesotho,LSO
NA,NA,NA,NA,NA,NA,NA,NA,MRfy79rPAmZEQvn,430,Liberia,LBR
NA,NA,NA,NA,NA,NA,NA,NA,hlXXfUt0ROYX1kP,434,Libya,LBY
NA,NA,NA,NA,NA,NA,NA,NA,Jc2W3z2I27ilhCy,438,Liechtenstein,LIE
NA,NA,NA,NA,NA,NA,NA,NA,JIKBb7QH55rka5V,454,Malawi,MWI
NA,NA,NA,NA,NA,NA,NA,NA,glYCxboBXVdt7G8,584,Marshall Islands,MHL
NA,NA,NA,NA,NA,NA,NA,NA,uq65aiQJ6Or4D5z,478,Mauritania,MRT
NA,NA,NA,NA,NA,NA,NA,NA,CQVM4NqTImTAyP4,583,Micronesia (Federated States of),FSM
NA,NA,NA,NA,NA,NA,NA,NA,JLedr6dSD8LRCyO,492,Monaco,MCO
NA,NA,NA,NA,NA,NA,NA,NA,hxGZKE4vZE8x5yo,500,Montserrat,MSR
NA,NA,NA,NA,NA,NA,NA,NA,dIOdgBf3wwPa4k2,504,Morocco,MAR
NA,NA,NA,NA,NA,NA,NA,NA,NTMMJSBMK2Qo3AV,104,Myanmar,MMR
NA,NA,NA,NA,NA,NA,NA,NA,UBDKwCvHC9oBHaQ,554,New Zealand,NZL
NA,NA,NA,NA,NA,NA,NA,NA,ts4JusBp88AKdTa,585,Palau,PLW
NA,NA,NA,NA,NA,NA,NA,NA,tqLlgcrwAGQ8L4s,604,Peru,PER
NA,NA,NA,NA,NA,NA,NA,NA,EsahMgVLNOgYWMm,646,Rwanda,RWA
NA,NA,NA,NA,NA,NA,NA,NA,zpBn9LLwNQdwcUu,659,Saint Kitts and Nevis,KNA
NA,NA,NA,NA,NA,NA,NA,NA,aQzfQcUKldGZ1Jp,678,Sao Tome and Principe,STP
NA,NA,NA,NA,NA,NA,NA,NA,dhJq1Zgu80C8kyv,686,Senegal,SEN
NA,NA,NA,NA,NA,NA,NA,NA,EnByf6naZXaf9DX,694,Sierra Leone,SLE
NA,NA,NA,NA,NA,NA,NA,NA,xJI9ZOasod5lGYH,144,Sri Lanka,LKA
NA,NA,NA,NA,NA,NA,NA,NA,vDJbCZ5o51aeK6a,729,Sudan,SDN
NA,NA,NA,NA,NA,NA,NA,NA,V6AYZrbxlZLnTdC,740,Suriname,SUR
NA,NA,NA,NA,NA,NA,NA,NA,UHYbQL6qu9az7W9,760,Syrian Arab Republic,SYR
NA,NA,NA,NA,NA,NA,NA,NA,tijq7gDofKFFbp5,768,Togo,TGO
NA,NA,NA,NA,NA,NA,NA,NA,DMUYEnkttBzu6h0,780,Trinidad and Tobago,TTO
NA,NA,NA,NA,NA,NA,NA,NA,ELhAVileFWz18lg,840,United States of America,USA
NA,NA,NA,NA,NA,NA,NA,NA,Imn7ZEarFT4lzYP,860,Uzbekistan,UZB
NA,NA,NA,NA,NA,NA,NA,NA,9az6emPIKOwtzcN,862,Venezuela (Bolivarian Republic of),VEN
NA,NA,NA,NA,NA,NA,NA,NA,HOXQGuxHYeiO8gW,704,Viet Nam,VNM
NA,NA,NA,NA,NA,NA,NA,NA,DK7CaIo8aRZ3g5W,894,Zambia,ZMB
